date,total_views,total_comments,total_likes,total_shares,avg_engagement_rate,avg_like_rate,avg_comment_rate,num_videos
2020-09-11,11949,10,175,62,1.943639487552204,1.893018825915663,0.050620661636540915,62
2020-09-12,9238,7,130,36,1.0618310887256839,1.0323633593392851,0.02946772938639872,61
2020-09-13,7973,7,111,28,1.5034630070506274,1.4096270589578803,0.09383594809274662,63
2020-09-14,8643,5,97,44,1.2126694527669213,1.2040500876134663,0.008619365153455478,63
2020-09-15,8832,4,145,53,2.632846866954319,2.52372995560267,0.1091169113516487,63
2020-09-16,8676,3,114,40,2.2875187783119264,2.2177250029899622,0.06979377532196361,63
2020-09-17,8613,10,136,37,1.3471966434205975,1.258848304048589,0.0883483393720086,62
2020-09-18,8784,14,121,41,1.1014027140936593,0.8631798671889284,0.23822284690473072,64
2020-09-19,7735,7,125,32,1.6667738424025598,1.6437135575393402,0.023060284863219514,63
2020-09-20,6654,4,91,36,0.9868436335967529,0.9482365391514135,0.0386070944453394,64
2020-09-21,7224,3,93,21,0.9889224885562358,0.9451472749824342,0.043775213573801604,64
2020-09-22,7422,7,96,31,2.3519509765546656,2.1845115099516157,0.16743946660304995,61
2020-09-23,8306,13,158,42,1.7681139896933804,1.7411589244305128,0.02695506526286708,64
2020-09-24,8516,2,145,30,1.757942607013511,1.7553906752011295,0.0025519318123819724,63
2020-09-25,8367,3,109,39,1.6681239129377745,1.6531152862434635,0.015008626694310818,63
2020-09-26,7349,5,127,32,0.9676891200929444,0.8957603337775324,0.0719287863154122,63
2020-09-27,7862,12,151,51,1.2069502960449996,1.1750963084026531,0.031853987642346565,65
2020-09-28,9266,9,191,54,1.4787873678082477,1.440386985165943,0.03840038264230477,65
2020-09-29,9445,8,148,43,1.4296206792242092,1.4034870792943093,0.02613359992989987,66
2020-09-30,9512,25,165,41,2.280745048327242,2.132685322292762,0.1480597260344795,64
2020-10-01,9385,9,136,31,1.1759740419583562,1.1294533823270971,0.04652065963125889,65
2020-10-02,9034,4,116,47,1.205410873375397,1.1889752939983969,0.01643557937700023,65
2020-10-03,7356,6,119,39,2.0748537734785684,2.05532972140004,0.019524052078528312,65
2020-10-04,7006,3,101,63,0.7032498027764263,0.6965379304019944,0.006711872374431929,66
2020-10-05,8376,4,114,24,2.551452190752715,2.520156531518184,0.03129565923453074,66
2020-10-06,8958,8,115,44,1.845617618188315,1.707442783204323,0.13817483498399202,65
2020-10-07,9140,6,131,39,1.8856213901370678,1.795349081596249,0.0902723085408189,66
2020-10-08,8938,5,107,27,2.0504755587672046,2.0382794991348034,0.012196059632400889,63
2020-10-09,10080,13,191,43,1.2545919587844474,1.2441593448632418,0.010432613921205836,65
2020-10-10,7641,5,126,45,1.8607367149990082,1.8526277050970017,0.008109009902006107,65
2020-10-11,7516,5,112,35,1.2538503830920202,1.172276440701503,0.08157394239051752,66
2020-10-12,8708,5,126,30,1.3406855106495408,1.2483309258443172,0.09235458480522359,65
2020-10-13,10368,21,193,46,1.0212633052290578,0.9929866428603175,0.028276662368740244,67
2020-10-14,9832,4,154,26,1.1305315967554133,1.1030673248692346,0.027464271886178563,68
2020-10-15,10130,3,123,56,1.038369414782037,1.0211813100023963,0.017188104779640657,67
2020-10-16,10262,12,155,39,1.1850219459330191,0.9314606520490738,0.25356129388394555,66
2020-10-17,8088,3,128,31,1.9037195053315523,1.8998955411076561,0.0038239642238960853,67
2020-10-18,8049,3,142,31,1.6632986461917014,1.6555731280793637,0.007725518112337596,64
2020-10-19,9425,8,141,23,1.2724223394024259,1.2403392198864496,0.03208311951597557,66
2020-10-20,9762,6,127,37,1.2213258852478865,1.0896322474288724,0.13169363781901414,66
2020-10-21,9984,9,131,30,1.385319467411608,1.3281922589270319,0.05712720848457634,66
2020-10-22,9982,10,176,35,1.4517269141249594,1.359186218697347,0.09254069542761274,66
2020-10-23,9808,3,146,29,0.7610302501190106,0.6997508964754525,0.061279353643558084,67
2020-10-24,8168,2,116,37,1.4523649990727603,1.4478631534297302,0.0045018456430306756,65
2020-10-25,7960,7,124,54,1.2510880847676498,1.083912648432782,0.16717543633486778,65
2020-10-26,9528,3,124,34,1.7232333372171031,1.5971699741706304,0.12606336304647245,67
2020-10-27,9750,4,105,26,1.8379875984425216,1.7934832930387674,0.04450430540375403,66
2020-10-28,11664,13,184,48,1.6552576014361182,1.583006391858315,0.07225120957780323,66
2020-10-29,11465,9,165,64,1.2884580993305383,1.2615339185309211,0.026924180799617153,67
2020-10-30,11552,8,176,59,1.530372475905235,1.498557511358359,0.031814964546876656,69
2020-10-31,9134,5,134,48,1.9559634282689997,1.9046039134917379,0.05135951477726223,67
2020-11-01,8586,8,135,40,1.7255657327491283,1.6393165722826688,0.08624916046645947,67
2020-11-02,11998,18,285,66,1.2823569618782635,1.2143710606369593,0.06798590124130426,67
2020-11-03,11613,6,196,54,1.0490501875591718,1.0417609245881174,0.007289262971054128,68
2020-11-04,13283,9,230,52,1.19332123310173,1.1508521673881078,0.04246906571362241,67
2020-11-05,14439,11,244,57,1.030774788050244,0.9680478923355813,0.06272689571466263,70
2020-11-06,15090,25,282,76,1.2154751165733646,1.1015627585814352,0.11391235799192961,70
2020-11-07,12408,12,219,61,1.2025275146943684,1.13673217439965,0.06579534029471826,68
2020-11-08,10798,11,207,44,1.8591251286725872,1.8203845410358048,0.038740587636782765,66
2020-11-09,15175,31,336,103,1.4122022519329345,1.3859098446209155,0.026292407312019248,70
2020-11-10,14216,12,265,79,1.2597508829192088,1.244143185910999,0.015607697008209551,72
2020-11-11,14389,12,269,76,1.2000469457743068,1.1822147035898658,0.017832242184441148,72
2020-11-12,17187,41,373,88,1.0763365325184608,0.8537950883079911,0.22254144421046973,71
2020-11-13,15745,14,286,87,1.8197534383721257,1.8060109965463487,0.013742441825777092,71
2020-11-14,12851,21,237,90,1.72546153166008,1.6332168538317442,0.09224467782833597,71
2020-11-15,10930,11,196,42,1.7155996245431189,1.4478500484181756,0.2677495761249433,71
2020-11-16,14745,28,294,103,1.5611452038747544,1.5193000147153535,0.041845189159401074,71
2020-11-17,13920,13,248,72,1.7304201715666097,1.6857481393016005,0.04467203226500906,73
2020-11-18,13721,17,228,61,1.5601462351025033,1.4926271893341374,0.06751904576836582,74
2020-11-19,14667,22,224,71,3.0172998530372177,2.841135702717151,0.176164150320066,72
2020-11-20,13617,12,185,77,1.8655859564129327,1.7008791495916742,0.1647068068212581,73
2020-11-21,10984,8,166,67,1.8527853389564628,1.837505991808682,0.015279347147780314,74
2020-11-22,9757,8,172,54,1.8763548918980297,1.817344774375441,0.05901011752258873,71
2020-11-23,11751,16,169,47,1.9021747378186666,1.6201949984017028,0.28197973941696364,73
2020-11-24,11952,9,169,47,1.7006454283567813,1.6857209003453169,0.014924528011464896,76
2020-11-25,16315,20,333,99,1.6069604363633214,1.5276206461298782,0.07933979023344272,77
2020-11-26,15254,11,240,61,3.1276850372101177,3.025542626770927,0.10214241043919088,75
2020-11-27,15362,11,246,93,1.5922512515399172,1.501343399173653,0.09090785236626449,73
2020-11-28,12685,12,241,49,2.129913551804517,2.0128176096354737,0.1170959421690429,74
2020-11-29,11695,9,196,59,1.9515622755572142,1.9106514189619217,0.040910856595292804,75
2020-11-30,15900,19,327,94,1.8875420776410547,1.7945433437545075,0.09299873388654677,75
2020-12-01,14532,17,243,69,1.303887708716231,1.1970336563573458,0.10685405235888518,75
2020-12-02,14085,13,188,84,1.3575423554778123,1.1663685925231857,0.1911737629546269,77
2020-12-03,13437,3,222,53,1.2159560340576532,1.2127938344577156,0.003162199599937253,76
2020-12-04,14992,12,277,94,3.6832548639253124,3.1711233229280382,0.5121315409972743,77
2020-12-05,11900,13,193,80,1.4848520505469298,1.2724027807217348,0.21244926982519496,78
2020-12-06,11232,7,187,51,1.8697401836059129,1.666187396806943,0.20355278679897018,78
2020-12-07,15611,21,280,85,1.3639601470066542,1.1369131879076266,0.22704695909902795,80
2020-12-08,14729,15,230,78,3.7412572860873974,3.567476542240478,0.1737807438469197,79
2020-12-09,13885,8,171,48,0.922045630572057,0.9026940690266062,0.01935156154545107,78
2020-12-10,14287,20,195,52,2.2102646355111073,1.567773037323759,0.6424915981873491,78
2020-12-11,14781,17,194,84,2.170618734499448,1.7966705550965232,0.37394817940292513,78
2020-12-12,12307,9,165,59,1.6873245327622848,1.3164932650755277,0.37083126768675756,78
2020-12-13,10878,12,172,45,1.064447764273052,1.0212482059601526,0.04319955831289923,79
2020-12-14,13571,26,232,71,1.592121601292968,1.5541811434169948,0.03794045787597374,80
2020-12-15,12732,10,188,63,0.780631025620656,0.7664459129505962,0.014185112670059799,79
2020-12-16,13567,6,175,66,1.1665005811377727,1.116938122549091,0.04956245858868141,79
2020-12-17,14190,21,217,73,1.3523284015887662,1.2562380112475864,0.09609039034118011,79
2020-12-18,14510,7,198,68,1.2458767430435604,1.1084692325197956,0.13740751052376476,79
2020-12-19,12984,13,185,73,1.5322514279443067,1.356438308464067,0.17581311948023928,77
2020-12-20,11178,9,155,43,1.3934533833788314,1.343670782924165,0.04978260045466687,79
2020-12-21,15443,24,263,88,1.3018468908595182,1.2304851946826738,0.0713616961768443,81
2020-12-22,14786,11,179,88,0.7420935369063726,0.7339700533572598,0.008123483549112707,82
2020-12-23,13795,10,177,61,1.0808600929135095,1.0553557490495118,0.02550434386399785,79
2020-12-24,11732,8,181,80,0.840343427134954,0.7927774024967562,0.04756602463819782,78
2020-12-25,12138,21,253,80,0.8493107674543274,0.8298961503923018,0.01941461706202564,80
2020-12-26,12641,17,305,77,1.8280277635189373,1.8101711674327097,0.017856596086227444,81
2020-12-27,13414,13,319,120,3.017167703518966,2.959540331952539,0.057627371566426354,82
2020-12-28,14529,8,220,55,0.8381514293343236,0.8225194870677691,0.01563194226655452,80
2020-12-29,15298,11,269,72,2.752642097263164,2.0868841873978807,0.6657579098652828,82
2020-12-30,17118,11,294,122,-0.5695758483500807,-0.5880000195989675,0.01842417124888502,83
2020-12-31,18549,17,321,125,1.067410281053341,1.0535938912441463,0.01381638980919493,83
2021-01-01,12294,14,238,79,1.0973250779248076,1.0704020010705537,0.026923076854253766,83
2021-01-02,12823,8,199,69,1.27674397556248,1.2683457889188678,0.008398186643611902,81
2021-01-03,11810,6,186,56,1.1570448718799238,1.1484219177972244,0.008622954082699558,83
2021-01-04,14991,11,262,95,0.6449835258947478,0.6370124369290318,0.007971088965716112,81
2021-01-05,14898,14,199,62,1.2502491661013644,1.0131558343087645,0.23709333179259975,80
2021-01-06,15460,9,226,66,2.013068174410442,1.9396901884204698,0.07337798598997224,86
2021-01-07,15677,7,236,76,0.8099005713610672,0.7718624143646156,0.03803815699645165,80
2021-01-08,15100,14,231,57,0.9004273824077796,0.7318095247067314,0.16861785770104795,86
2021-01-09,12797,3,158,44,0.6416281234921778,0.6388562236935678,0.0027718997986100296,81
2021-01-10,11819,4,154,58,1.7989872020976105,1.7231900538929272,0.07579714820468109,86
2021-01-11,17054,15,311,129,1.207194818565601,1.1502844536452315,0.05691036492036934,86
2021-01-12,16258,15,232,92,2.668155318078826,2.643892463571667,0.024262854507159825,85
2021-01-13,16342,11,230,67,2.974637827239129,2.801416517367297,0.17322130987183226,82
2021-01-14,16933,15,237,73,1.0699133029775179,1.0308856685890833,0.03902763438843476,84
2021-01-15,17456,9,228,90,1.1405809587690412,1.106985772041349,0.033595186727692065,87
2021-01-16,14943,10,202,94,0.965709793548734,0.954527065955957,0.011182727592776779,84
2021-01-17,13259,8,159,83,0.8053737654157774,0.7779913192049139,0.027382446210862894,82
2021-01-18,17566,16,244,104,1.437396286692774,1.1770468444466724,0.2603494422461018,87
2021-01-19,17197,9,231,91,1.3204581656260121,1.3013868466581906,0.019071318967821573,89
2021-01-20,16034,7,232,97,0.8118421461110563,0.7590284990955077,0.052813647015548595,88
2021-01-21,15388,9,188,90,0.8728117456144946,0.8564720599782648,0.016339685636229777,86
2021-01-22,14773,13,137,73,0.9650286536260914,0.726491349787557,0.23853730383853425,85
2021-01-23,12716,8,155,66,1.9055791826245732,1.6209723140275074,0.28460686859706535,85
2021-01-24,11675,3,138,56,1.8225294043726257,1.8109610121050177,0.011568392267607329,88
2021-01-25,13726,4,141,60,0.8379764411715719,0.8291192541699394,0.008857187001632249,87
2021-01-26,13730,4,177,58,1.28463078380379,1.2754421910113016,0.009188592792488891,88
2021-01-27,14233,5,170,85,1.3818939487073885,1.371547246832998,0.010346701874390478,89
2021-01-28,15070,13,267,92,1.266898722804196,1.241927259996432,0.024971462807764112,85
2021-01-29,16564,16,259,93,1.510117486670443,1.4996740185029074,0.010443468167535521,88
2021-01-30,13030,8,211,94,1.1538653979480904,1.1322971461450462,0.021568251803044277,83
2021-01-31,12298,10,180,48,0.9826001459454217,0.9434078130463951,0.0391923328990267,87
2021-02-01,14015,8,201,70,0.8299652495854932,0.8076897198865644,0.022275529698928834,87
2021-02-02,15255,19,253,98,1.8971443622895747,1.8573046786687868,0.039839683620787325,89
2021-02-03,15505,14,251,109,0.8447135735175318,0.7892426933001183,0.05547088021741346,88
2021-02-04,17811,33,324,105,1.5079446492982274,1.4403884541868,0.06755619511142752,88
2021-02-05,16657,13,281,91,2.55029300689022,2.5130911399768774,0.03720186691334177,88
2021-02-06,13661,8,237,86,1.0582816925248997,1.0029532634424938,0.055328429082405685,88
2021-02-07,12979,9,202,83,1.0408670382271115,0.9870077997856146,0.053859238441496864,88
2021-02-08,15200,9,240,85,1.7763197183859005,1.7428742152538432,0.03344550313205757,92
2021-02-09,15239,8,223,67,1.2703972584999716,1.2446720856864433,0.025725172813528065,85
2021-02-10,14560,7,211,80,1.4108204890650557,1.3973506379366056,0.013469851128450625,89
2021-02-11,15133,14,200,74,1.2524347379562315,1.1512371376905737,0.10119760026565783,87
2021-02-12,14812,8,161,69,2.097292568586338,1.989945380843169,0.10734718774316987,88
2021-02-13,12535,9,160,82,1.7453516145609933,1.636251873272008,0.10909974128898513,89
2021-02-14,11148,9,183,81,1.4605819761004348,1.3972494429222109,0.06333253317822403,89
2021-02-15,15198,15,279,107,0.9270477590457988,0.9115473126489463,0.01550044639685242,88
2021-02-16,15726,18,276,104,0.9038277278038054,0.8464313472674405,0.057396380536364734,91
2021-02-17,17400,21,347,91,1.4442582279639107,1.4219176883754168,0.02234053958849425,95
2021-02-18,16119,15,231,101,2.060235549590497,2.0396308939353234,0.020604655655173682,92
2021-02-19,16087,21,252,93,1.1342833028545785,1.0740164451368923,0.060266857717686015,92
2021-02-20,13075,12,176,107,2.774610813968313,2.5041290810546615,0.2704817329136508,91
2021-02-21,12317,4,161,62,1.9726071323776466,1.954333501548768,0.018273630828878368,90
2021-02-22,14836,13,211,66,2.5698283550505874,2.4746863737822355,0.09514198126835127,91
2021-02-23,14624,9,178,96,1.3916272949972663,1.3626916625337566,0.02893563246351003,92
2021-02-24,14821,7,187,55,1.3974297073715316,1.3430403521754724,0.054389355196058864,94
2021-02-25,15315,8,199,63,1.8423865184601425,1.7816448893903798,0.0607416290697638,92
2021-02-26,15405,8,193,91,3.0260147301310534,3.0098935488859113,0.016121181245141673,92
2021-02-27,12565,10,150,56,1.4524630324345718,1.34210340977959,0.11035962265498186,89
2021-02-28,11077,5,108,62,0.8378289898175478,0.814010866983447,0.02381812283410073,87
2021-03-01,12665,3,148,70,1.384365310186118,1.3727185550491208,0.011646755136997153,92
2021-03-02,13534,4,143,67,1.0568329073812344,1.0228419976970564,0.03399090968417783,93
2021-03-03,15731,25,282,71,1.5210780110969353,1.307760933285175,0.21331707781176037,93
2021-03-04,16489,20,244,86,1.2926347368991835,1.1122650190862067,0.18036971781297714,93
2021-03-05,16590,4,218,108,1.5221196441219949,1.5192398256425752,0.002879818479419071,89
2021-03-06,14949,16,226,96,-1.5807731995423115,-1.6364214980077572,0.05564829846544725,93
2021-03-07,13640,9,193,99,0.49955922114283247,0.4838082854972653,0.0157509356455672,95
2021-03-08,13940,11,204,78,1.2375475779810876,1.1556520632551845,0.08189551472590247,93
2021-03-09,14850,4,194,93,0.9233451765881759,0.9093369571838191,0.014008219404356962,93
2021-03-10,16893,25,327,81,1.0276999889940632,1.0001193146355725,0.02758067435849101,95
2021-03-11,17186,9,274,78,1.539183388400807,1.3376179522609024,0.20156543613990421,94
2021-03-12,17885,17,245,87,1.5759416363868337,1.5309642324631842,0.04497740392364977,96
2021-03-13,15358,11,238,93,1.1875736917280981,1.1337957860776293,0.05377790565046882,95
2021-03-14,12792,5,161,63,1.6976301727822003,1.5797963349187647,0.11783383786343486,96
2021-03-15,15807,9,200,94,1.826093151016976,1.7504437396150432,0.07564941140193313,94
2021-03-16,17653,30,293,156,1.2234050984416012,1.1691695081474216,0.05423559029418031,98
2021-03-17,17318,20,265,91,1.12151854192712,1.0773678829946016,0.04415065893251876,96
2021-03-18,16030,17,241,96,1.2078807915806442,1.1738037706006144,0.034077020980030084,100
2021-03-19,16155,12,221,85,1.6094108763475556,1.5851390550277802,0.02427182131977543,101
2021-03-20,14761,13,190,107,1.0880901334008324,0.9934843647737114,0.094605768627121,101
2021-03-21,13164,6,184,70,2.9109535392771657,2.8833617005321117,0.027591838745052284,95
2021-03-22,14843,8,191,70,1.4067999444120591,1.3929441042630288,0.013855840149029767,98
2021-03-23,13795,5,166,78,1.2964164142210894,1.2585756653341167,0.03784074888697273,99
2021-03-24,14228,13,187,82,1.4328123167132636,1.2040182930654657,0.2287940236477981,103
2021-03-25,14322,7,179,58,1.41044137058153,1.3414250130491265,0.06901635753240376,100
2021-03-26,14356,4,185,70,0.017505453136616844,-0.0026840057604862635,0.020189458897102757,101
2021-03-27,12341,2,160,52,0.7546273796128941,0.7447473692888928,0.009880010324000911,101
2021-03-28,10868,4,145,73,1.7300976984996128,1.2211704845942628,0.5089272139053498,101
2021-03-29,12673,11,153,73,0.8749457431669055,0.8252151974629927,0.04973054570391292,102
2021-03-30,13579,6,149,53,0.7325567512018966,0.7098774209753285,0.022679330226568054,103
2021-03-31,13175,7,157,63,2.019262494915862,1.838190196702059,0.18107229821380363,100
2021-04-01,14715,17,209,122,0.9902710110900235,0.9496001507390276,0.04067086035099587,102
2021-04-02,13518,7,164,83,1.0550495280021581,1.002349391189358,0.052700136812799725,100
2021-04-03,11213,9,156,66,1.6903030149878264,1.3419097822851451,0.3483932327026809,100
2021-04-04,10847,6,145,46,1.3501197823057354,1.3239133391006057,0.026206443205129548,101
2021-04-05,12224,9,188,68,3.0348719361964407,2.9525610426745548,0.08231089352188568,99
2021-04-06,13589,8,181,63,0.7186486750956057,0.7099887528698193,0.008659922225786498,102
2021-04-07,15217,19,271,92,2.4649948616723893,2.1848496352183644,0.2801452264540255,101
2021-04-08,16039,18,243,76,2.844512847306856,2.822537032307575,0.021975814999281466,104
2021-04-09,16468,20,245,95,2.726954962812461,2.636829086666435,0.0901258761460256,105
2021-04-10,13823,7,207,80,1.6697533674150613,1.6544264447656416,0.015326922649420004,100
2021-04-11,12473,11,161,58,2.1486884714569365,2.1028709114521273,0.045817560004809056,103
2021-04-12,14966,10,190,53,1.359434529260021,1.3259961849239126,0.03343834433610846,103
2021-04-13,14956,7,158,76,0.8378610230413123,0.8209324578575917,0.016928565183720413,97
2021-04-14,15028,6,183,70,2.715190838452053,2.7071064893262102,0.008084349125842372,98
2021-04-15,17478,28,281,101,2.2863002377318957,2.2427086099524756,0.04359162777941986,107
2021-04-16,16137,13,189,89,1.092683748580308,0.9498657224109334,0.14281802616937478,106
2021-04-17,14014,5,169,68,1.322777840377544,1.3111611813173052,0.011616659060238566,103
2021-04-18,12234,5,162,67,1.8675145966199111,1.8558493194821508,0.011665277137760065,106
2021-04-19,14247,6,149,54,1.4310285928526645,1.3883355917351088,0.04269300111755502,103
2021-04-20,14708,4,176,90,1.1943598806448805,1.1886848962779133,0.005674984366967574,106
2021-04-21,14846,6,174,71,0.9780270908515301,0.956501352871121,0.02152573798040919,108
2021-04-22,15179,7,188,66,3.608176456234512,3.588955174799645,0.019221281434867708,103
2021-04-23,14623,9,155,83,0.8422926917851229,0.8170526275897679,0.025240064195354912,107
2021-04-24,12692,0,153,73,2.999165187350213,2.999165187350213,0,108
2021-04-25,11469,1,148,39,0.9787125680102245,0.9466612859589423,0.03205128205128207,104
2021-04-26,14129,3,121,59,0.6760896178411187,0.6536383296335277,0.02245128820759076,104
2021-04-27,13518,6,146,57,2.849799513070405,2.823372739108597,0.02642677396180945,103
2021-04-28,13919,3,160,49,2.6618014170865028,2.65778334845838,0.00401806862812209,108
2021-04-29,13895,5,180,67,2.0490877354363715,2.0118338686487203,0.03725386678765127,107
2021-04-30,14916,6,197,85,-1.3380311576666994,-1.3475974205986063,0.00956626293190645,108
2021-05-01,12661,11,185,80,1.9527071241180616,1.878921809882505,0.07378531423555738,106
2021-05-02,11507,8,186,76,1.9092382147304108,1.8580518276411573,0.051186387089253216,106
2021-05-03,11735,3,143,76,4.026880378806087,4.0200708799894365,0.00680949881665102,106
2021-05-04,12026,4,143,40,1.3721407703165218,1.342641070285596,0.029499700030925963,99
2021-05-05,11959,3,134,51,1.5543790451089836,1.549361232571782,0.0050178125372012765,107
2021-05-06,12802,15,193,79,1.3408013825724059,1.3036079383503043,0.03719344422210186,105
2021-05-07,12774,11,168,86,2.023343307831665,1.923339117702096,0.10000419012956928,103
2021-05-08,10308,10,132,69,0.8673848883952355,0.8144319000049752,0.05295298839026056,104
2021-05-09,9472,6,129,40,1.4291827877632035,1.3930519613805816,0.03613082638262221,107
2021-05-10,10640,3,125,28,1.0051679513591671,1.002286236576596,0.0028817147825710653,103
2021-05-11,10870,2,140,33,1.3920749872604152,1.3901793742614905,0.0018956129989248153,106
2021-05-12,11627,10,156,31,1.4407842220512141,1.4079459196463975,0.0328383024048163,110
2021-05-13,11385,2,148,43,0.9245064691573438,0.9191765193131559,0.0053299498441876925,108
2021-05-14,11765,0,146,40,1.0692636963680162,1.0692636963680162,0,109
2021-05-15,9748,5,129,52,2.07836089118977,2.0296571653547053,0.048703725835063834,106
2021-05-16,8983,6,112,42,0.7170431467379956,0.6928059212410147,0.024237225496981055,100
2021-05-17,10471,3,129,42,2.173604667593754,2.146836096662081,0.026768570931673175,103
2021-05-18,11796,8,211,55,2.401159025182052,2.388566623848496,0.012592401333555608,108
2021-05-19,11615,6,131,48,1.500914426962356,0.5645815521261931,0.9363328748361635,109
2021-05-20,11395,3,143,38,1.0546455533290249,1.0124036964772487,0.04224185685177604,104
2021-05-21,11340,8,136,44,1.2267803565635997,1.2080732267854428,0.018707129778156962,106
2021-05-22,9631,7,96,53,2.2763494536207007,2.151084077909468,0.1252653757112326,108
2021-05-23,9107,3,111,36,0.9142873525439175,0.9108350268694226,0.0034523256744947496,107
2021-05-24,10455,4,139,41,2.45626153642468,2.423804729564796,0.03245680685988333,105
2021-05-25,11299,3,136,52,1.3767060214202813,1.3653793887563446,0.011326632663936667,109
2021-05-26,10934,15,100,41,1.4395960538145245,1.1334787983066479,0.306117255507877,110
2021-05-27,11209,2,119,52,1.6131582833339164,1.6107372815892462,0.0024210017446707004,104
2021-05-28,11330,3,108,38,-0.09108450239907642,-0.11928443984541895,0.02819993744634334,109
2021-05-29,9490,3,106,46,2.2607541575078587,2.25758556860384,0.0031685889040183888,101
2021-05-30,8798,4,90,52,0.9318908037912368,0.9258606469791109,0.006030156812125966,111
2021-05-31,10583,10,137,45,0.6013531262753437,0.5783569544693461,0.022996171805997744,110
2021-06-01,11454,3,155,49,1.457634829965594,1.4559775545264155,0.0016572754391779923,105
2021-06-02,11892,8,151,37,1.0063828341185763,0.9962369635652751,0.010145870553301043,114
2021-06-03,12876,5,179,54,1.6349225425831266,1.6297688170293851,0.00515372555374117,107
2021-06-04,12604,7,154,51,1.1987814573216922,1.1935814634693422,0.005199993852349563,110
2021-06-05,10626,4,129,59,0.7543956902301098,0.7514865690355037,0.0029091211946061855,103
2021-06-06,9861,3,117,42,1.9105133932292533,1.8899261496402664,0.020587243588986892,107
2021-06-07,13674,16,225,64,2.4210586612253766,2.3936617486017835,0.0273969126235932,105
2021-06-08,12977,10,189,64,3.334242989911942,2.8004097830576353,0.5338332068543081,103
2021-06-09,13902,10,224,72,1.011502775241948,1.0058019262849351,0.005700848957012921,105
2021-06-10,13242,18,198,60,1.0987929931081926,1.0268379581573055,0.07195503495088722,107
2021-06-11,14303,14,213,66,0.7007425001476794,0.6847318208059943,0.01601067934168546,108
2021-06-12,12327,10,172,78,0.8667960502224585,0.8576131863061837,0.009182863916274922,112
2021-06-13,11899,21,198,80,1.6389124605240843,1.619574115186635,0.019338345337449568,110
2021-06-14,15363,9,242,57,1.0464389791988877,0.9660576520297459,0.08038132716914187,109
2021-06-15,16130,7,199,76,0.7102069839170876,0.7074766041325387,0.0027303797845489876,106
2021-06-16,16696,16,239,84,0.8729875135103637,0.8073868404623471,0.06560067304801655,106
2021-06-17,16151,9,219,76,1.9629303746326134,1.9546747000354687,0.008255674597145182,109
2021-06-18,18179,25,307,76,2.081039001818711,1.9603270858553998,0.12071191596330991,111
2021-06-19,12898,9,182,112,1.430666500950717,1.375073692431963,0.05559280851875396,107
2021-06-20,12004,4,170,56,2.2423330225272613,2.2388665464036497,0.0034664761236124983,113
2021-06-21,17064,15,312,72,1.143602117713586,1.1349396946474566,0.008662423066129372,104
2021-06-22,15599,11,220,76,1.1455102083895077,1.128439179703801,0.017071028685706743,113
2021-06-23,14077,5,184,55,1.5724197272908764,1.5116054750263146,0.06081425226456242,107
2021-06-24,15044,4,224,70,2.166099878199057,2.1235209883224107,0.042578889876646535,112
2021-06-25,16578,13,274,49,1.1632873156199468,0.9278696963961846,0.23541761922376211,110
2021-06-26,13216,6,231,77,2.747960539592429,2.7346096069687835,0.013350932623645234,108
2021-06-27,11516,7,160,52,0.8898786166915144,0.8499028291638161,0.039975787527698196,115
2021-06-28,16292,11,293,87,0.9488390761706155,0.9441882922149064,0.004650783955708753,111
2021-06-29,16379,10,217,79,0.9249519063193373,0.9072944716096968,0.017657434709640495,107
2021-06-30,14527,10,187,65,1.1840381522649857,1.0950092050074278,0.08902894725755792,102
2021-07-01,15561,9,167,71,0.9801127754620235,0.9469693221355859,0.03314345332643728,111
2021-07-02,14617,4,164,71,0.7052508040755273,0.6693720521091657,0.035878751966361554,118
2021-07-03,11960,7,145,60,1.2697203418057035,1.2527434670598032,0.01697687474590028,120
2021-07-04,11456,5,164,69,0.6219481717654965,0.6108033209263892,0.011144850839107188,118
2021-07-05,13640,5,173,49,3.298211106378536,3.2918027276898667,0.006408378688668082,114
2021-07-06,13502,2,153,47,1.2615204285009072,1.2554949585553679,0.0060254699455390215,110
2021-07-07,14941,5,158,52,2.375621019687185,2.3655721905342544,0.010048829152930896,116
2021-07-08,14944,3,169,55,0.9943206786539529,0.989576627394497,0.004744051259455509,120
2021-07-09,14773,2,164,44,0.9438060892654145,0.9422157584766107,0.001590330788804073,120
2021-07-10,11978,4,148,60,1.4991030155082423,1.4902592850174248,0.008843730490817847,110
2021-07-11,11022,2,125,42,-0.1621378650025209,-0.1955054440090459,0.03336757900652426,116
2021-07-12,13056,3,155,37,1.1419153807927855,1.0986698170142597,0.04324556377852593,113
2021-07-13,13611,2,169,47,1.6621263067898888,1.6449644531554324,0.017161853634456388,111
2021-07-14,13107,7,147,53,1.066328477687381,1.0135469437863045,0.052781533901076684,110
2021-07-15,13226,4,147,56,0.7955471925865647,0.7582566285948176,0.03729056399174699,109
2021-07-16,13149,13,163,71,1.2567783151232903,1.181916813183789,0.07486150193950121,117
2021-07-17,11280,7,106,40,0.6381008980943657,0.6130677918352287,0.025033106259136947,120
2021-07-18,10184,2,131,47,1.3617905963652521,1.352866456696037,0.008924139669215302,113
2021-07-19,11914,2,128,50,0.8455603402166065,0.8382892863739926,0.0072710538426138775,123
